Date,Actual value,Predicted value
2004-03-15 18:00:00,1917.0,1454.289871
2004-03-15 19:00:00,2040.0,1622.459577
2004-03-15 20:00:00,1895.0,1506.18637
2004-03-15 21:00:00,1595.0,1310.337022
2004-03-15 22:00:00,1439.0,1206.355733
2004-03-15 23:00:00,1142.0,1012.440765
2004-03-16 00:00:00,1304.0,1102.343591
2004-03-16 01:00:00,1074.0,953.08089
2004-03-16 02:00:00,968.0,848.446991
2004-03-16 03:00:00,929.0,843.156825
2004-03-16 04:00:00,941.0,850.195524
2004-03-16 05:00:00,937.0,810.453326
2004-03-16 06:00:00,1017.0,874.230579
2004-03-16 07:00:00,1171.0,910.26325
2004-03-16 08:00:00,1541.0,1184.622814
2004-03-16 09:00:00,1539.0,1238.143013
2004-03-16 10:00:00,1735.0,1381.491971
2004-03-16 11:00:00,1571.0,1283.439833
2004-03-16 12:00:00,1452.0,1224.744558
2004-03-16 13:00:00,1579.0,1296.570821
2004-03-16 14:00:00,1466.0,1231.456821
2004-03-16 15:00:00,1280.0,1091.679676
2004-03-16 16:00:00,1407.0,1120.682835
2004-03-16 17:00:00,1389.0,1125.120783
2004-03-16 18:00:00,1447.0,1144.419911
2004-03-16 19:00:00,1551.0,1202.208244
2004-03-16 20:00:00,1474.0,1158.447015
2004-03-16 21:00:00,1800.0,1412.984415
2004-03-16 22:00:00,1379.0,1186.429182
2004-03-16 23:00:00,1201.0,1072.409485
2004-03-17 00:00:00,1205.0,1063.529444
2004-03-17 01:00:00,1072.0,963.112006
2004-03-17 02:00:00,998.0,910.287665
2004-03-17 03:00:00,933.0,866.852328
2004-03-17 04:00:00,883.0,812.965798
2004-03-17 05:00:00,869.0,763.753955
2004-03-17 06:00:00,891.0,787.648716
2004-03-17 07:00:00,1173.0,974.689157
2004-03-17 08:00:00,1587.0,1275.485692
2004-03-17 09:00:00,1852.0,1533.932751
2004-03-17 10:00:00,1522.0,1296.053161
2004-03-17 11:00:00,1438.0,1187.038982
2004-03-17 12:00:00,1393.0,1126.627056
2004-03-17 13:00:00,1452.0,1162.760457
2004-03-17 14:00:00,1389.0,1104.198695
2004-03-17 15:00:00,1207.0,980.753024
2004-03-17 16:00:00,1365.0,1082.611453
2004-03-17 17:00:00,1247.0,1002.916707
2004-03-17 18:00:00,1557.0,1306.418145
2004-03-17 19:00:00,1973.0,1630.794096
2004-03-17 20:00:00,1975.0,1609.579227
2004-03-17 21:00:00,1795.0,1455.868978
2004-03-17 22:00:00,1444.0,1230.93908
2004-03-17 23:00:00,1488.0,1246.166788
2004-03-18 00:00:00,1371.0,1178.350895
2004-03-18 01:00:00,1161.0,1041.087752
2004-03-18 02:00:00,1064.0,965.257146
2004-03-18 03:00:00,970.0,904.500587
2004-03-18 04:00:00,954.0,876.050078
2004-03-18 05:00:00,931.0,838.135647
2004-03-18 06:00:00,938.0,867.87557
2004-03-18 07:00:00,1166.0,987.154419
2004-03-18 08:00:00,1643.0,1319.062259
2004-03-18 09:00:00,1934.0,1566.674281
2004-03-18 10:00:00,1617.0,1325.211495
2004-03-18 11:00:00,1473.0,1172.781308
2004-03-18 12:00:00,1379.0,1099.596022
2004-03-18 13:00:00,1385.0,1080.023642
2004-03-18 14:00:00,1379.0,1056.515269
2004-03-18 15:00:00,1322.0,1050.378018
2004-03-18 16:00:00,1496.0,1161.116494
2004-03-18 17:00:00,1409.0,1095.184897
2004-03-18 18:00:00,1513.0,1218.403778
2004-03-18 19:00:00,1667.0,1330.140559
2004-03-18 20:00:00,1667.0,1332.647133
2004-03-18 21:00:00,1430.0,1136.460818
2004-03-18 22:00:00,1333.0,1070.121015
2004-03-18 23:00:00,1262.0,1017.918836
2004-03-19 00:00:00,1287.0,1030.67571
2004-03-19 01:00:00,1134.0,969.701218
2004-03-19 02:00:00,999.0,835.863648
2004-03-19 03:00:00,961.0,781.051224
2004-03-19 04:00:00,934.0,739.801729
2004-03-19 05:00:00,913.0,691.81425
2004-03-19 06:00:00,969.0,762.85035
2004-03-19 07:00:00,1182.0,908.69905
2004-03-19 08:00:00,1740.0,1296.057826
2004-03-19 09:00:00,1819.0,1447.945435
2004-03-19 10:00:00,1427.0,1232.248606
2004-03-19 11:00:00,1390.0,1160.888888
2004-03-19 12:00:00,1283.0,1108.141902
2004-03-19 13:00:00,1304.0,1116.191534
2004-03-19 14:00:00,1364.0,1149.310348
2004-03-19 15:00:00,1410.0,1201.907952
2004-03-19 16:00:00,1476.0,1225.898526
2004-03-19 17:00:00,1522.0,1260.076321
2004-03-19 18:00:00,1442.0,1234.78319
2004-03-19 19:00:00,1469.0,1274.780305
2004-03-19 20:00:00,1467.0,1242.278248
2004-03-19 21:00:00,1421.0,1204.303642
2004-03-19 22:00:00,1175.0,1032.513428
2004-03-19 23:00:00,1215.0,1000.363422
2004-03-20 00:00:00,1127.0,921.790762
2004-03-20 01:00:00,1090.0,887.707491
2004-03-20 02:00:00,1017.0,841.927427
2004-03-20 03:00:00,997.0,820.672647
2004-03-20 04:00:00,945.0,774.284858
2004-03-20 05:00:00,956.0,784.711387
2004-03-20 06:00:00,966.0,791.0084
2004-03-20 07:00:00,1064.0,884.650805
2004-03-20 08:00:00,1300.0,1038.597884
2004-03-20 09:00:00,1348.0,1068.626711
2004-03-20 10:00:00,1425.0,1123.065723
2004-03-20 11:00:00,1474.0,1138.38253
2004-03-20 12:00:00,1490.0,1129.816164
2004-03-20 13:00:00,1495.0,1114.425723
2004-03-20 14:00:00,1376.0,1026.493315
2004-03-20 15:00:00,1305.0,951.183822
2004-03-20 16:00:00,1283.0,899.474343
2004-03-20 17:00:00,1392.0,985.311574
2004-03-20 18:00:00,1452.0,1067.233066
2004-03-20 19:00:00,1633.0,1199.87537
2004-03-20 20:00:00,1625.0,1205.890032
2004-03-20 21:00:00,1535.0,1142.440552
2004-03-20 22:00:00,1323.0,1049.294441
2004-03-20 23:00:00,1309.0,1015.498851
2004-03-21 00:00:00,1456.0,1084.530105
2004-03-21 01:00:00,1300.0,1007.634935
2004-03-21 02:00:00,1203.0,945.795908
2004-03-21 03:00:00,1195.0,956.364753
2004-03-21 04:00:00,1117.0,921.499728
2004-03-21 05:00:00,1062.0,864.280217
2004-03-21 06:00:00,947.0,794.027152
2004-03-21 07:00:00,1065.0,886.962497
2004-03-21 08:00:00,1155.0,957.16334
2004-03-21 09:00:00,1220.0,980.35375
2004-03-21 10:00:00,1301.0,1016.255702
2004-03-21 11:00:00,1279.0,983.52078
2004-03-21 12:00:00,1267.0,956.762783
2004-03-21 13:00:00,1239.0,926.59004
2004-03-21 14:00:00,1128.0,825.357435
2004-03-21 15:00:00,1243.0,896.621626
2004-03-21 16:00:00,1208.0,874.032891
2004-03-21 17:00:00,1306.0,939.51788
2004-03-21 18:00:00,1546.0,1103.636049
2004-03-21 19:00:00,1501.0,1083.203836
2004-03-21 20:00:00,1605.0,1219.799944
2004-03-21 21:00:00,1316.0,1073.012951
2004-03-21 22:00:00,1195.0,1012.174743
2004-03-21 23:00:00,1211.0,1006.746743
2004-03-22 00:00:00,1161.0,953.365173
2004-03-22 01:00:00,1095.0,914.395117
2004-03-22 02:00:00,897.0,743.681149
2004-03-22 03:00:00,842.0,665.244726
2004-03-22 04:00:00,854.0,654.788414
2004-03-22 05:00:00,845.0,641.449394
2004-03-22 06:00:00,942.0,718.96656
2004-03-22 07:00:00,1090.0,880.733368
2004-03-22 08:00:00,1514.0,1169.747111
2004-03-22 09:00:00,1379.0,1163.703099
2004-03-22 10:00:00,1074.0,896.288778
2004-03-22 11:00:00,1090.0,898.156404
2004-03-22 12:00:00,1110.0,939.734874
2004-03-22 13:00:00,1102.0,932.81909
2004-03-22 14:00:00,1100.0,948.61402
2004-03-22 15:00:00,1094.0,942.910755
2004-03-22 16:00:00,1076.0,952.465698
2004-03-22 17:00:00,1152.0,976.845197
2004-03-22 18:00:00,1407.0,1174.28249
2004-03-22 19:00:00,1438.0,1244.404797
2004-03-22 20:00:00,1425.0,1238.398271
2004-03-22 21:00:00,1279.0,1127.201067
2004-03-22 22:00:00,1132.0,1008.711668
2004-03-22 23:00:00,1006.0,869.296383
2004-03-23 00:00:00,982.0,840.414396
2004-03-23 01:00:00,969.0,810.812173
2004-03-23 02:00:00,941.0,816.147413
2004-03-23 03:00:00,892.0,748.442345
2004-03-23 04:00:00,855.0,691.755175
2004-03-23 05:00:00,834.0,641.454775
2004-03-23 06:00:00,909.0,726.881351
2004-03-23 07:00:00,1061.0,862.026263
2004-03-23 08:00:00,1441.0,1105.807704
2004-03-23 09:00:00,1498.0,1245.888054
2004-03-23 10:00:00,1343.0,1176.724179
2004-03-23 11:00:00,1308.0,1139.219473
2004-03-23 12:00:00,1209.0,1089.24775
2004-03-23 13:00:00,1310.0,1168.308366
2004-03-23 14:00:00,1171.0,1048.180715
2004-03-23 15:00:00,1112.0,983.14059
2004-03-23 16:00:00,1132.0,957.691434
2004-03-23 17:00:00,1225.0,1074.862631
2004-03-23 18:00:00,1065.0,948.015832
2004-03-23 19:00:00,1236.0,1062.105026
2004-03-23 20:00:00,1309.0,1118.686003
2004-03-23 21:00:00,1089.0,962.872862
2004-03-23 22:00:00,1000.0,903.786376
2004-03-23 23:00:00,1041.0,917.875002
2004-03-24 00:00:00,1045.0,907.368881
2004-03-24 01:00:00,997.0,886.609839
2004-03-24 02:00:00,948.0,811.371136
2004-03-24 03:00:00,878.0,782.171914
2004-03-24 04:00:00,908.0,780.015122
2004-03-24 05:00:00,892.0,735.537324
2004-03-24 06:00:00,954.0,745.679268
2004-03-24 07:00:00,1045.0,866.314829
2004-03-24 08:00:00,1383.0,1094.128675
2004-03-24 09:00:00,1597.0,1295.916743
2004-03-24 10:00:00,1318.0,1134.050126
2004-03-24 11:00:00,1138.0,964.719807
2004-03-24 12:00:00,1098.0,909.772732
2004-03-24 13:00:00,1118.0,932.624792
2004-03-24 14:00:00,1170.0,977.719223
2004-03-24 15:00:00,1112.0,908.958378
2004-03-24 16:00:00,1390.0,1080.708775
2004-03-24 17:00:00,1353.0,1126.206909
2004-03-24 18:00:00,1260.0,1057.883517
2004-03-24 19:00:00,1501.0,1235.988347
2004-03-24 20:00:00,1273.0,1111.614453
2004-03-24 21:00:00,1179.0,1002.684128
2004-03-24 22:00:00,1047.0,916.909575
2004-03-24 23:00:00,973.0,834.367622
2004-03-25 00:00:00,997.0,845.294771
2004-03-25 01:00:00,970.0,750.427654
2004-03-25 02:00:00,902.0,746.19418
2004-03-25 03:00:00,921.0,728.954074
2004-03-25 04:00:00,858.0,675.449092
2004-03-25 05:00:00,878.0,614.125948
2004-03-25 06:00:00,893.0,720.363966
2004-03-25 07:00:00,1038.0,839.169239
2004-03-25 08:00:00,1320.0,1045.185671
2004-03-25 09:00:00,1353.0,1174.060288
2004-03-25 10:00:00,1133.0,990.842108
2004-03-25 11:00:00,1066.0,937.648535
2004-03-25 12:00:00,1027.0,886.530335
2004-03-25 13:00:00,1106.0,945.249291
2004-03-25 14:00:00,1038.0,914.481199
2004-03-25 15:00:00,1084.0,927.016622
2004-03-25 16:00:00,1105.0,958.937691
2004-03-25 17:00:00,1102.0,938.341061
2004-03-25 18:00:00,1240.0,1043.404791
2004-03-25 19:00:00,1443.0,1291.844802
2004-03-25 20:00:00,1389.0,1263.992555
2004-03-25 21:00:00,1183.0,1057.835802
2004-03-25 22:00:00,1014.0,921.989439
2004-03-25 23:00:00,979.0,874.220258
2004-03-26 00:00:00,1048.0,908.036561
2004-03-26 01:00:00,1024.0,886.837985
2004-03-26 02:00:00,974.0,850.592368
2004-03-26 03:00:00,862.0,767.251555
2004-03-26 04:00:00,925.0,773.21516
2004-03-26 05:00:00,952.0,875.366941
2004-03-26 06:00:00,1005.0,915.75063
2004-03-26 07:00:00,1122.0,964.865819
2004-03-26 08:00:00,1351.0,1159.709729
2004-03-26 09:00:00,1408.0,1241.173914
2004-03-26 10:00:00,1304.0,1153.433725
2004-03-26 11:00:00,1207.0,1078.352532
2004-03-26 12:00:00,1099.0,959.151022
2004-03-26 13:00:00,1106.0,980.414145
2004-03-26 14:00:00,1009.0,895.825455
2004-03-26 15:00:00,962.0,811.308315
2004-03-26 16:00:00,1093.0,921.678123
2004-03-26 17:00:00,1180.0,1003.601684
2004-03-26 18:00:00,1168.0,1014.779135
2004-03-26 19:00:00,1168.0,1015.651794
2004-03-26 20:00:00,1140.0,997.893896
2004-03-26 21:00:00,1001.0,887.072387
2004-03-26 22:00:00,953.0,839.333573
2004-03-26 23:00:00,972.0,811.808408
2004-03-27 00:00:00,1021.0,866.531181
2004-03-27 01:00:00,940.0,807.399959
2004-03-27 02:00:00,1046.0,886.649397
2004-03-27 03:00:00,1026.0,886.579489
2004-03-27 04:00:00,983.0,860.300151
2004-03-27 05:00:00,915.0,769.060649
2004-03-27 06:00:00,935.0,798.956771
2004-03-27 07:00:00,976.0,839.88177
2004-03-27 08:00:00,1124.0,936.422684
2004-03-27 09:00:00,1163.0,990.753654
2004-03-27 10:00:00,1167.0,977.991962
2004-03-27 11:00:00,1121.0,930.596794
2004-03-27 12:00:00,1071.0,909.824293
2004-03-27 13:00:00,1065.0,929.546263
2004-03-27 14:00:00,1157.0,991.176845
2004-03-27 15:00:00,1046.0,891.525537
2004-03-27 16:00:00,1147.0,959.172245
2004-03-27 17:00:00,1119.0,971.781614
2004-03-27 18:00:00,1210.0,1018.535675
2004-03-27 19:00:00,1306.0,1099.835095
2004-03-27 20:00:00,1258.0,1081.082117
2004-03-27 21:00:00,1148.0,996.501428
2004-03-27 22:00:00,1108.0,951.886868
2004-03-27 23:00:00,1231.0,1047.958149
2004-03-28 00:00:00,1293.0,1038.192055
2004-03-28 01:00:00,1274.0,1029.515822
2004-03-28 02:00:00,1135.0,974.199136
2004-03-28 03:00:00,1151.0,1018.385459
2004-03-28 04:00:00,1010.0,906.281277
2004-03-28 05:00:00,870.0,809.408404
2004-03-28 06:00:00,983.0,849.680796
2004-03-28 07:00:00,995.0,868.599109
2004-03-28 08:00:00,1024.0,893.864973
2004-03-28 09:00:00,1163.0,980.449668
2004-03-28 10:00:00,1218.0,998.579454
2004-03-28 11:00:00,1210.0,986.632034
2004-03-28 12:00:00,1114.0,896.643276
2004-03-28 13:00:00,995.0,814.067646
2004-03-28 14:00:00,927.0,742.596428
2004-03-28 15:00:00,1002.0,775.390057
2004-03-28 16:00:00,987.0,777.367304
2004-03-28 17:00:00,993.0,781.971525
2004-03-28 18:00:00,1012.0,802.955602
2004-03-28 19:00:00,1114.0,864.673115
2004-03-28 20:00:00,1093.0,881.448667
2004-03-28 21:00:00,968.0,784.62222
2004-03-28 22:00:00,960.0,782.982407
2004-03-28 23:00:00,942.0,764.950427
2004-03-29 00:00:00,888.0,723.591266
2004-03-29 01:00:00,818.0,661.111228
2004-03-29 02:00:00,840.0,651.332249
2004-03-29 03:00:00,894.0,699.87626
2004-03-29 04:00:00,864.0,713.529895
2004-03-29 05:00:00,898.0,759.845041
2004-03-29 06:00:00,946.0,812.638038
2004-03-29 07:00:00,1309.0,1089.822392
2004-03-29 08:00:00,1326.0,1217.257455
2004-03-29 09:00:00,966.0,852.220474
2004-03-29 10:00:00,975.0,833.799089
2004-03-29 11:00:00,988.0,841.7539
2004-03-29 12:00:00,971.0,810.481604
2004-03-29 13:00:00,1010.0,832.51993
2004-03-29 14:00:00,984.0,810.706532
2004-03-29 15:00:00,962.0,807.653247
2004-03-29 16:00:00,1012.0,818.131963
2004-03-29 17:00:00,1058.0,871.969586
2004-03-29 18:00:00,1173.0,951.309635
2004-03-29 19:00:00,1127.0,923.807421
2004-03-29 20:00:00,1020.0,861.516326
2004-03-29 21:00:00,949.0,785.593497
2004-03-29 22:00:00,930.0,757.178854
2004-03-29 23:00:00,900.0,729.500538
2004-03-30 00:00:00,899.0,701.096189
2004-03-30 01:00:00,866.0,693.564694
2004-03-30 02:00:00,900.0,751.213702
2004-03-30 03:00:00,949.0,773.555481
2004-03-30 04:00:00,897.0,748.775993
2004-03-30 05:00:00,956.0,773.440694
2004-03-30 06:00:00,1054.0,917.405539
2004-03-30 07:00:00,1343.0,1092.724426
2004-03-30 08:00:00,1584.0,1308.584444
2004-03-30 09:00:00,1556.0,1285.817423
2004-03-30 10:00:00,1565.0,1281.185634
2004-03-30 11:00:00,1429.0,1215.102006
2004-03-30 12:00:00,1419.0,1204.29504
2004-03-30 13:00:00,1373.0,1146.872817
2004-03-30 14:00:00,1185.0,982.030746
2004-03-30 15:00:00,1122.0,919.352686
2004-03-30 16:00:00,1085.0,867.160797
2004-03-30 17:00:00,1249.0,978.916965
2004-03-30 18:00:00,1236.0,990.2408
2004-03-30 19:00:00,1334.0,1041.601286
2004-03-30 20:00:00,1264.0,1001.776617
2004-03-30 21:00:00,1073.0,884.984465
2004-03-30 22:00:00,1053.0,841.310408
2004-03-30 23:00:00,1098.0,870.849175
2004-03-31 00:00:00,1029.0,818.714819
2004-03-31 01:00:00,973.0,768.150116
2004-03-31 02:00:00,972.0,808.385918
2004-03-31 03:00:00,832.0,677.300046
2004-03-31 04:00:00,851.0,629.16577
2004-03-31 05:00:00,909.0,698.278153
2004-03-31 06:00:00,1038.0,813.003985
2004-03-31 07:00:00,1636.0,1186.182362
2004-03-31 08:00:00,1580.0,1273.097682
2004-03-31 09:00:00,1262.0,1059.745938
2004-03-31 10:00:00,1197.0,995.702734
2004-03-31 11:00:00,1277.0,1019.594592
2004-03-31 12:00:00,1430.0,1113.025341
2004-03-31 13:00:00,1242.0,1053.573611
2004-03-31 14:00:00,1349.0,1080.878041
2004-03-31 15:00:00,1390.0,1127.512609
2004-03-31 16:00:00,1224.0,1036.924528
2004-03-31 17:00:00,1253.0,1053.417495
2004-03-31 18:00:00,1312.0,1055.804242
2004-03-31 19:00:00,1254.0,1056.8009
2004-03-31 20:00:00,1198.0,1016.728891
2004-03-31 21:00:00,1060.0,916.777305
2004-03-31 22:00:00,1050.0,889.008497
2004-03-31 23:00:00,1029.0,880.908048
2004-04-01 00:00:00,1143.0,966.118879
2004-04-01 01:00:00,1044.0,941.62329
2004-04-01 02:00:00,1034.0,911.774368
2004-04-01 03:00:00,956.0,918.430708
2004-04-01 04:00:00,909.0,849.34254
2004-04-01 05:00:00,996.0,874.16095
2004-04-01 06:00:00,1154.0,971.196773
2004-04-01 07:00:00,1510.0,1258.060207
2004-04-01 08:00:00,1722.0,1470.987241
2004-04-01 09:00:00,1512.0,1314.97952
2004-04-01 10:00:00,1258.0,1095.209765
2004-04-01 11:00:00,1094.0,936.088661
2004-04-01 12:00:00,1129.0,912.815999
2004-04-01 13:00:00,1125.0,936.486189
2004-04-01 14:00:00,1063.0,1020.67304
2004-04-01 15:00:00,1063.0,1023.050376
2004-04-01 16:00:00,1063.0,1026.931625
2004-04-01 17:00:00,1308.0,1177.058851
2004-04-01 18:00:00,1529.0,1229.794096
2004-04-01 19:00:00,1592.0,1350.764764
2004-04-01 20:00:00,1536.0,1284.194785
2004-04-01 21:00:00,1192.0,1077.329368
2004-04-01 22:00:00,1186.0,1062.695404
2004-04-01 23:00:00,1203.0,1026.80352
2004-04-02 00:00:00,1139.0,1010.364418
2004-04-02 01:00:00,1072.0,975.471642
2004-04-02 02:00:00,954.0,854.776446
2004-04-02 03:00:00,951.0,892.138923
2004-04-02 04:00:00,926.0,856.149637
2004-04-02 05:00:00,968.0,865.610883
2004-04-02 06:00:00,1067.0,937.833505
2004-04-02 07:00:00,1386.0,1115.808341
2004-04-02 08:00:00,1474.0,1259.874556
2004-04-02 09:00:00,1569.0,1296.46952
2004-04-02 10:00:00,1375.0,1189.996426
2004-04-02 11:00:00,1328.0,1157.199852
2004-04-02 12:00:00,1341.0,1163.64967
2004-04-02 13:00:00,1297.0,1143.051612
2004-04-02 14:00:00,1303.0,1102.69019
2004-04-02 15:00:00,1281.0,1081.519821
2004-04-02 16:00:00,1248.0,1049.396127
2004-04-02 17:00:00,1382.0,1172.538161
2004-04-02 18:00:00,1491.0,1298.106742
2004-04-02 19:00:00,1620.0,1328.614871
2004-04-02 20:00:00,1693.0,1381.966416
2004-04-02 21:00:00,1374.0,1165.652435
2004-04-02 22:00:00,1287.0,1089.749851
2004-04-02 23:00:00,1408.0,1161.570687
2004-04-03 00:00:00,1254.0,1080.76765
2004-04-03 01:00:00,1141.0,1002.062882
2004-04-03 02:00:00,1141.0,977.989501
2004-04-03 03:00:00,1042.0,943.812741
2004-04-03 04:00:00,986.0,892.604302
2004-04-03 05:00:00,1005.0,907.954164
2004-04-03 06:00:00,1041.0,903.925296
2004-04-03 07:00:00,1272.0,1053.234897
2004-04-03 08:00:00,1436.0,1179.241279
2004-04-03 09:00:00,1472.0,1182.320316
2004-04-03 10:00:00,1418.0,1123.111712
2004-04-03 11:00:00,1410.0,1117.477219
2004-04-03 12:00:00,1438.0,1115.266175
2004-04-03 13:00:00,1278.0,1020.071589
2004-04-03 14:00:00,1257.0,984.714029
2004-04-03 15:00:00,1331.0,1007.23285
2004-04-03 16:00:00,1361.0,1046.941967
2004-04-03 17:00:00,1398.0,1085.892143
2004-04-03 18:00:00,1483.0,1143.696541
2004-04-03 19:00:00,1697.0,1335.133498
2004-04-03 20:00:00,1459.0,1149.67503
2004-04-03 21:00:00,1268.0,1025.035076
2004-04-03 22:00:00,1469.0,1123.220429
2004-04-03 23:00:00,1316.0,1040.696287
2004-04-04 00:00:00,1224.0,1001.272874
2004-04-04 01:00:00,1215.0,973.793153
2004-04-04 02:00:00,1115.0,937.758614
2004-04-04 03:00:00,1124.0,951.368182
2004-04-04 04:00:00,1028.0,893.371175
2004-04-04 05:00:00,1010.0,867.04775
2004-04-04 06:00:00,1074.0,951.379527
2004-04-04 07:00:00,1034.0,909.574908
2004-04-04 08:00:00,1130.0,919.71388
2004-04-04 09:00:00,1275.0,1018.060747
2004-04-04 10:00:00,1324.0,1016.708422
2004-04-04 11:00:00,1268.0,985.060995
2004-04-04 12:00:00,1272.0,981.319138
2004-04-04 13:00:00,1160.0,909.581646
2004-04-04 14:00:00,1136.0,857.734658
2004-04-04 15:00:00,1296.0,971.37115
2004-04-04 16:00:00,1345.0,1000.631824
2004-04-04 17:00:00,1296.0,988.471231
